(300, 100)
(299, 101)
(298, 101)
(297, 102)
(296, 102)
(295, 103)
(294, 103)
(293, 104)
(292, 104)
(291, 105)
(290, 105)
(289, 106)
(288, 106)
(287, 107)
(286, 107)
(285, 108)
(284, 108)
(283, 109)
(282, 109)
(281, 110)
(280, 110)
(279, 111)
(278, 111)
(277, 112)
(276, 112)
(275, 113)
(274, 113)
(273, 114)
(272, 114)
(271, 115)
(270, 115)
(269, 116)
(268, 116)
(267, 117)
(266, 117)
(265, 118)
(264, 118)
(263, 119)
(262, 119)
(261, 120)
(260, 120)
(259, 121)
(258, 121)
(257, 122)
(256, 122)
(255, 123)
(254, 123)
(253, 124)
(252, 124)
(251, 125)
(250, 125)
(249, 126)
(248, 126)
(247, 127)
(246, 127)
(245, 128)
(244, 128)
(243, 129)
(242, 129)
(241, 130)
(240, 130)
(239, 131)
(238, 131)
(237, 132)
(236, 132)
(235, 133)
(234, 133)
(233, 134)
(232, 134)
(231, 135)
(230, 135)
(229, 136)
(228, 136)
(227, 137)
(226, 137)
(225, 138)
(224, 138)
(223, 139)
(222, 139)
(221, 140)
(220, 140)
(219, 141)
(218, 141)
(217, 142)
(216, 142)
(215, 143)
(214, 143)
(213, 144)
(212, 144)
(211, 145)
(210, 145)
(209, 146)
(208, 146)
(207, 147)
(206, 147)
(205, 148)
(204, 148)
(203, 149)
(202, 149)
(201, 150)
(200, 150)
(199, 151)
(198, 151)
(197, 152)
(196, 152)
(195, 153)
(194, 153)
(193, 154)
(192, 154)
(191, 155)
(190, 155)
(189, 156)
(188, 156)
(187, 157)
(186, 157)
(185, 158)
(184, 158)
(183, 159)
(182, 159)
(181, 160)
(180, 160)
(179, 161)
(178, 161)
(177, 162)
(176, 162)
(175, 163)
(174, 163)
(173, 164)
(172, 164)
(171, 165)
(170, 165)
(169, 166)
(168, 166)
(167, 167)
(166, 167)
(165, 168)
(164, 168)
(163, 169)
(162, 169)
(161, 170)
(160, 170)
(159, 171)
(158, 171)
(157, 172)
(156, 172)
(155, 173)
(154, 173)
(153, 174)
(152, 174)
(151, 175)
(150, 175)
(149, 176)
(148, 176)
(147, 177)
(146, 177)
(145, 178)
(144, 178)
(143, 179)
(142, 179)
(141, 180)
(140, 180)
(139, 181)
(138, 181)
(137, 182)
(136, 182)
(135, 183)
(134, 183)
(133, 184)
(132, 184)
(131, 185)
(130, 185)
(129, 186)
(128, 186)
(127, 187)
(126, 187)
(125, 188)
(124, 188)
(123, 189)
(122, 189)
(121, 190)
(120, 190)
(119, 191)
(118, 191)
(117, 192)
(116, 192)
(115, 193)
(114, 193)
(113, 194)
(112, 194)
(111, 195)
(110, 195)
(109, 196)
(108, 196)
(107, 197)
(106, 197)
(105, 198)
(104, 198)
(103, 199)
(102, 199)
(101, 200)
(100, 200)
