(51, 135)
(51, 165)
(249, 164)
(249, 136)
(51, 136)
(51, 164)
(249, 163)
(249, 137)
(51, 137)
(51, 163)
(249, 162)
(249, 138)
(51, 138)
(51, 162)
(249, 161)
(249, 139)
(51, 139)
(51, 161)
(249, 160)
(249, 140)
(51, 140)
(51, 160)
(250, 159)
(250, 141)
(50, 141)
(50, 159)
(250, 158)
(250, 142)
(50, 142)
(50, 158)
(250, 157)
(250, 143)
(50, 143)
(50, 157)
(250, 156)
(250, 144)
(50, 144)
(50, 156)
(250, 155)
(250, 145)
(50, 145)
(50, 155)
(250, 154)
(250, 146)
(50, 146)
(50, 154)
(250, 153)
(250, 147)
(50, 147)
(50, 153)
(250, 152)
(250, 148)
(50, 148)
(50, 152)
(250, 151)
(250, 149)
(50, 149)
(50, 151)
